filename,size,date
Miniconda-3.4.2-Windows-x86_64.exe,30.5M,2014-04-25 14:14:12
Miniconda-3.4.2-Windows-x86.exe,28.1M,2014-04-25 14:14:02
Miniconda-3.4.2-MacOSX-x86_64.sh,15.2M,2014-04-25 14:12:10
Miniconda-3.4.2-Linux-x86.sh,18.3M,2014-04-25 14:11:41
Miniconda-3.4.2-Linux-x86_64.sh,19.2M,2014-04-25 14:11:23
Miniconda-3.3.0-Windows-x86_64.exe,30.4M,2014-03-19 11:12:12
Miniconda-3.3.0-Windows-x86.exe,28.0M,2014-03-19 11:12:02
Miniconda-3.3.0-MacOSX-x86_64.sh,15.2M,2014-03-19 11:10:04
Miniconda-3.3.0-Linux-x86.sh,18.2M,2014-03-19 11:09:37
Miniconda-3.3.0-Linux-x86_64.sh,19.1M,2014-03-19 11:09:13
Miniconda-3.0.5-Windows-x86_64.exe,29.0M,2014-02-18 10:16:25
Miniconda-3.0.5-Windows-x86.exe,27.1M,2014-02-18 10:16:15
Miniconda-3.0.5-Linux-x86.sh,18.0M,2014-02-18 10:14:08
Miniconda-3.0.5-MacOSX-x86_64.sh,15.1M,2014-02-18 10:13:57
Miniconda-3.0.5-Linux-x86_64.sh,18.9M,2014-02-18 10:13:04
Miniconda-3.0.4-Windows-x86_64.exe,29.0M,2014-02-14 11:41:33
Miniconda-3.0.4-Windows-x86.exe,27.1M,2014-02-14 11:41:24
Miniconda-3.0.4-MacOSX-x86_64.sh,15.1M,2014-02-14 11:39:17
Miniconda-3.0.4-Linux-x86.sh,18.0M,2014-02-14 11:38:53
Miniconda-3.0.4-Linux-x86_64.sh,18.9M,2014-02-14 11:38:36
Miniconda-3.0.0-Windows-x86_64.exe,29.0M,2014-01-24 14:09:27
Miniconda-3.0.0-Windows-x86.exe,27.1M,2014-01-24 14:09:17
Miniconda-3.0.0-MacOSX-x86_64.sh,15.1M,2014-01-24 14:08:01
Miniconda-3.0.0-Linux-x86.sh,18.0M,2014-01-24 14:07:47
Miniconda-3.0.0-Linux-x86_64.sh,18.9M,2014-01-24 14:07:41
Miniconda-2.2.8-Windows-x86_64.exe,29.1M,2014-01-11 12:51:36
Miniconda-2.2.8-Windows-x86.exe,27.1M,2014-01-11 12:51:27
Miniconda-2.2.2-MacOSX-x86_64.sh,13.0M,2013-11-27 13:13:45
Miniconda-2.2.2-Linux-x86.sh,18.0M,2013-11-27 13:12:30
Miniconda-2.2.2-Linux-x86_64.sh,18.9M,2013-11-27 13:11:47
Miniconda-2.0.3-MacOSX-x86.sh,12.9M,2013-11-01 23:36:15
Miniconda-2.0.0-Linux-x86_64.sh,18.9M,2013-10-01 15:59:54
Miniconda-1.6.2-Linux-x86_64.sh,18.9M,2013-09-10 10:25:11
Miniconda-1.9.1-Linux-x86_64.sh,18.9M,2013-09-06 15:52:09
Miniconda-1.6.0-Linux-x86_64.sh,18.7M,2013-06-21 15:30:53
